rank,fold_name,model_name,image,level,suspicious_score,output_path,LabelError_PredError,LabelError_PredTrue,LabelTrue_PredError,LabelTrue_PredTrue,Mem,
574,fold_3,M12,2c32de01-de4f-4392-882e-35e1a277f16f.jpg,review,"0,2118439616",outputs/oof_official_image_audit/review_image_pairs/0574_review_0.212_2c32de01-de4f-4392-882e-35e1a277f16f.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
575,fold_1,M23,1c5cd7ed-74e0-5820-b4aa-a32d9368535e.jpg,review,"0,210582067",outputs/oof_official_image_audit/review_image_pairs/0575_review_0.211_1c5cd7ed-74e0-5820-b4aa-a32d9368535e.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
577,fold_3,M12,9a1a89b6-2c4c-49ef-ab83-4098257f36d9.jpg,review,"0,2101217384",outputs/oof_official_image_audit/review_image_pairs/0577_review_0.210_9a1a89b6-2c4c-49ef-ab83-4098257f36d9.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
578,fold_3,M12,19db0ad5-f5c4-4dc8-9852-60f8f9b4e37d.jpg,review,"0,2097675902",outputs/oof_official_image_audit/review_image_pairs/0578_review_0.210_19db0ad5-f5c4-4dc8-9852-60f8f9b4e37d.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
581,fold_3,M12,7bd45413-5209-4283-9bfe-119eadcf9f48.jpg,review,"0,2088466417",outputs/oof_official_image_audit/review_image_pairs/0581_review_0.209_7bd45413-5209-4283-9bfe-119eadcf9f48.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
583,fold_2,M13,f336d505-6afb-590f-b455-37f718bd8e9a.jpg,review,"0,2086212533",outputs/oof_official_image_audit/review_image_pairs/0583_review_0.209_f336d505-6afb-590f-b455-37f718bd8e9a.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
584,fold_2,M13,47bd29e5-f920-43cb-a46a-be0ad6b7f57f.jpg,review,"0,2084740991",outputs/oof_official_image_audit/review_image_pairs/0584_review_0.208_47bd29e5-f920-43cb-a46a-be0ad6b7f57f.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
585,fold_3,M12,84a1bb58-566e-5434-b4df-c80244071e87.jpg,review,"0,208453602",outputs/oof_official_image_audit/review_image_pairs/0585_review_0.208_84a1bb58-566e-5434-b4df-c80244071e87.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
591,fold_2,M13,bced29eb-1d38-4496-9470-d1d6b5aada96.jpg,review,"0,2059229099",outputs/oof_official_image_audit/review_image_pairs/0591_review_0.206_bced29eb-1d38-4496-9470-d1d6b5aada96.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
595,fold_1,M23,c5282bb8-38ef-4646-a67a-835748405150.jpg,review,"0,2051577415",outputs/oof_official_image_audit/review_image_pairs/0595_review_0.205_c5282bb8-38ef-4646-a67a-835748405150.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
596,fold_3,M12,762c7d07-a97c-586b-9559-0b9ebcd46ffb.jpg,review,"0,2049960032",outputs/oof_official_image_audit/review_image_pairs/0596_review_0.205_762c7d07-a97c-586b-9559-0b9ebcd46ffb.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
597,fold_3,M12,09af3742-58c2-4e56-8428-16f154aa06db.jpg,review,"0,2047711946",outputs/oof_official_image_audit/review_image_pairs/0597_review_0.205_09af3742-58c2-4e56-8428-16f154aa06db.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
600,fold_1,M23,15060d60-be4c-4c24-a1c6-59df4b55af4c.jpg,review,"0,2044005007",outputs/oof_official_image_audit/review_image_pairs/0600_review_0.204_15060d60-be4c-4c24-a1c6-59df4b55af4c.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
602,fold_1,M23,6e4e647b-8f8d-4a06-87cb-5b45a7790fe4.jpg,review,"0,2043444815",outputs/oof_official_image_audit/review_image_pairs/0602_review_0.204_6e4e647b-8f8d-4a06-87cb-5b45a7790fe4.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
609,fold_3,M12,717f72bd-13f1-4c6d-9c11-0924e8427177.jpg,review,"0,2026021994",outputs/oof_official_image_audit/review_image_pairs/0609_review_0.203_717f72bd-13f1-4c6d-9c11-0924e8427177.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
610,fold_2,M13,a8042fff-c544-4447-a2b3-5c7ae928fffb.jpg,review,"0,2025867973",outputs/oof_official_image_audit/review_image_pairs/0610_review_0.203_a8042fff-c544-4447-a2b3-5c7ae928fffb.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
611,fold_2,M13,e1dc7ef4-b8b0-5173-8952-cd6610bdf26c.jpg,review,"0,2023076029",outputs/oof_official_image_audit/review_image_pairs/0611_review_0.202_e1dc7ef4-b8b0-5173-8952-cd6610bdf26c.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
612,fold_2,M13,d8076b91-366e-51ca-a7ee-82cf2bda7135.jpg,review,"0,2021852792",outputs/oof_official_image_audit/review_image_pairs/0612_review_0.202_d8076b91-366e-51ca-a7ee-82cf2bda7135.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
613,fold_3,M12,5055f73a-c2c0-53e9-9f53-f1eae00d05ce.jpg,review,"0,2017949514",outputs/oof_official_image_audit/review_image_pairs/0613_review_0.202_5055f73a-c2c0-53e9-9f53-f1eae00d05ce.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
617,fold_1,M23,a5ea7f26-d752-5345-b052-f258e579e54d.jpg,review,"0,2008801884",outputs/oof_official_image_audit/review_image_pairs/0617_review_0.201_a5ea7f26-d752-5345-b052-f258e579e54d.jpg,FALSE,TRUE,FALSE,FALSE,Hữu,
619,fold_1,M23,4ebc8b4b-e5cd-4ed7-b8ca-361ba7305936.jpg,review,"0,2005100705",outputs/oof_official_image_audit/review_image_pairs/0619_review_0.201_4ebc8b4b-e5cd-4ed7-b8ca-361ba7305936.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
620,fold_1,M23,e23fa572-4e9a-5ffb-9938-9032103c6963.jpg,review,"0,2004757715",outputs/oof_official_image_audit/review_image_pairs/0620_review_0.200_e23fa572-4e9a-5ffb-9938-9032103c6963.jpg,TRUE,FALSE,FALSE,FALSE,Hữu,
